zip,returns,wages,self_employed_income,freelance_ratio,freelance_score
98039.0,1566.0,569214.0,44648.0,0.07843798641635659,0.5770618531601676
98040.0,11700.0,2697710.0,191106.0,0.07084008288511368,0.6635894883790572
98042.0,19208.0,2120998.0,65042.0,0.030665752631544207,0.30246043349332397
98043.0,6818.0,787628.0,28024.0,0.035580248543728765,0.31408350945532504
98045.0,6302.0,834250.0,30476.0,0.036531015882529216,0.3196018572806731
98047.0,1954.0,206902.0,5162.0,0.02494900967607853,0.18906722471812398
98051.0,1614.0,185688.0,5748.0,0.03095515057515833,0.22866849055703675
98052.0,26352.0,4581572.0,171884.0,0.03751638084046262,0.3818918985825037
98053.0,10242.0,1597014.0,74548.0,0.04667961583304843,0.43105590227267565
98055.0,7282.0,925388.0,29780.0,0.0321810959294912,0.2861960807086428
98056.0,11844.0,1599860.0,61026.0,0.0381445876514195,0.3577833056024886
98057.0,3174.0,481938.0,14352.0,0.029779764202034285,0.24011611224547996
98058.0,17300.0,2052848.0,66776.0,0.03252846776770613,0.3174296896928387
98059.0,15512.0,2031440.0,73160.0,0.036013862087977,0.3475133730966538
98065.0,6226.0,966064.0,38220.0,0.039562596266913996,0.3456445548899712
98070.0,4474.0,441776.0,55688.0,0.12605483321864475,1.05964990785131
98072.0,11280.0,1683922.0,94536.0,0.05614036754671535,0.5238387617787016
